Product_ID,Gender,Age_Group,Marital_Status,State,Orders,Amount
P00113142,F,26-35,1,Andhra Pradesh,3,4443
P00158542,F,26-35,0,Maharashtra,3,4443
P00319042,F,26-35,1,Uttar Pradesh,2,4443
P00295942,F,26-35,0,Andhra Pradesh,3,4441
P00138542,F,46-50,0,Delhi,3,4441
P00235442,F,26-35,0,Karnataka,3,4441
P00016642,M,26-35,0,Uttar Pradesh,2,4440
P00116142,F,51-55,0,Madhya Pradesh,1,4439
P0099242,F,26-35,1,Madhya Pradesh,2,4438
P00148642,M,18-25,1,Karnataka,3,4436
P00071442,F,26-35,0,Delhi,1,4431
P00177442,F,36-45,0,Maharashtra,4,4430
P00035842,F,26-35,1,Madhya Pradesh,3,4428
P00183442,F,46-50,0,Madhya Pradesh,1,4428
P00210342,F,46-50,1,Karnataka,1,4426
P00131942,F,26-35,1,Maharashtra,2,4423
P00052742,F,26-35,0,Madhya Pradesh,3,4421
P00115942,M,26-35,0,Delhi,2,4409
P00016542,F,18-25,1,Andhra Pradesh,2,4405
P00176042,F,36-45,1,Karnataka,3,4402
P00337542,F,46-50,0,Delhi,3,4399
P00220242,M,18-25,1,Karnataka,1,4397
P00046742,M,26-35,0,Uttar Pradesh,1,4392
P00117942,F,36-45,0,Uttar Pradesh,2,4391
P00213542,F,26-35,0,Maharashtra,4,4380
P00102642,F,26-35,1,Uttar Pradesh,4,4380
P00046242,F,46-50,1,Jharkhand,1,4372
P00289942,F,18-25,1,Maharashtra,4,4365
P00145442,F,18-25,1,Uttar Pradesh,3,4365
P00346742,M,18-25,0,Maharashtra,3,4358
P00331042,F,36-45,0,Uttar Pradesh,2,4350
P00237042,F,46-50,0,Karnataka,4,4347
P00179042,F,18-25,0,Karnataka,1,4344
P00036042,M,46-50,0,Karnataka,4,4342
P00278042,F,51-55,1,Uttar Pradesh,4,4332
P00131342,F,51-55,0,Uttar Pradesh,1,4325
P00029542,F,26-35,1,Maharashtra,1,4322
P00190142,M,26-35,0,Maharashtra,2,4317
P00350942,F,26-35,0,Maharashtra,1,4311
P00028842,F,36-45,1,Delhi,1,4303
P00344542,F,26-35,0,Maharashtra,2,4299
P00184042,F,18-25,1,Maharashtra,3,4298
P00259342,F,51-55,0,Uttar Pradesh,4,4296
P00249542,F,26-35,1,Delhi,4,4294
P00113242,F,18-25,1,Andhra Pradesh,3,4293
P00048342,F,18-25,0,Karnataka,2,4293
P00100442,F,0-17,0,Maharashtra,1,4293
P00177842,M,36-45,1,Himachal Pradesh,1,4290
P00302042,F,26-35,0,Maharashtra,2,4286
P00218242,F,26-35,0,Uttar Pradesh,2,4284
P00000142,M,36-45,0,Karnataka,3,4282
P00208742,F,26-35,0,Uttar Pradesh,2,4278
P00030942,M,36-45,0,Uttar Pradesh,1,4277
P00176942,F,46-50,0,Gujarat,4,4276
P00118742,M,46-50,1,Karnataka,3,4276
P00034042,F,18-25,1,Uttar Pradesh,3,4276
P00296042,F,36-45,0,Madhya Pradesh,1,4273
P00276642,F,36-45,1,Uttar Pradesh,4,4272
P00183242,F,26-35,0,Maharashtra,1,4269
P00118442,F,36-45,1,Delhi,2,4268
P00216342,M,26-35,0,Delhi,2,4265
P00319142,F,26-35,0,Uttar Pradesh,4,4263
P00135142,M,36-45,1,Andhra Pradesh,4,4262
P00183242,M,36-45,0,Uttar Pradesh,1,4262
P00295842,F,46-50,0,Himachal Pradesh,4,4261
P00041842,M,26-35,0,Karnataka,1,4259
P00085642,F,36-45,1,Bihar,3,4251
P00160942,F,26-35,0,Uttar Pradesh,1,4251
P00110542,F,55+,0,Jharkhand,3,4250
P00288542,F,18-25,1,Maharashtra,4,4250
P00064242,F,26-35,1,Andhra Pradesh,1,4248
P00057642,F,26-35,0,Jharkhand,1,4247
P00109842,F,18-25,1,Maharashtra,2,4245
P00232342,F,36-45,0,Uttar Pradesh,3,4242
P00278642,F,36-45,0,Uttar Pradesh,1,4240
P00317842,F,26-35,1,Himachal Pradesh,3,4236
P00224142,F,26-35,0,Andhra Pradesh,4,4235
P00190742,F,18-25,0,Telangana,2,4235
P00145942,F,18-25,1,Madhya Pradesh,3,4234
P00273042,M,36-45,0,Maharashtra,1,4234
P00115642,M,26-35,0,Delhi,3,4233
P00112942,F,36-45,1,Gujarat,4,4233
P00199442,F,46-50,1,Kerala,2,4233
P00318142,F,26-35,1,Delhi,3,4232
P00188042,F,26-35,1,Maharashtra,2,4230
P00080042,M,36-45,0,Karnataka,3,4229
P00177542,F,26-35,0,Haryana,2,4228
P00224442,F,26-35,0,Madhya Pradesh,2,4228
P00111142,F,26-35,0,Punjab,3,4228
P00215642,F,26-35,1,Jharkhand,1,4227
P00100442,F,0-17,1,Kerala,3,4227
P00120042,F,26-35,1,Rajasthan,1,4227
P00351042,F,18-25,1,Gujarat,3,4224
P00201342,M,46-50,1,Andhra Pradesh,3,4220
P00002442,F,0-17,0,Uttar Pradesh,1,4217
P00150942,F,36-45,1,Himachal Pradesh,4,4214
P00169742,M,46-50,1,Jharkhand,1,4214
P00169742,M,46-50,1,Madhya Pradesh,3,4214
P00021742,F,26-35,1,Uttar Pradesh,2,4213
P00294542,F,26-35,1,Maharashtra,3,4211
P00295442,M,36-45,0,Karnataka,3,4210
P00112442,F,26-35,1,Uttar Pradesh,2,4209
P00311442,F,36-45,0,Punjab,2,4208
P00218242,F,55+,0,Rajasthan,4,4208
P00341342,M,36-45,1,Delhi,3,4204
P00117942,F,36-45,1,Haryana,2,4204
P00276742,M,0-17,0,Punjab,1,4204
P00154642,F,18-25,0,Maharashtra,2,4203
P00249142,M,18-25,1,Madhya Pradesh,4,4202
P00303742,F,26-35,0,Himachal Pradesh,4,4201
P00303742,F,26-35,0,Telangana,1,4201
P00278242,F,26-35,0,Uttar Pradesh,3,4201
P00200242,M,46-50,0,Jharkhand,4,4199
P00200242,M,46-50,0,Telangana,1,4199
P00265742,M,36-45,1,Karnataka,1,4194
P00224442,F,36-45,0,Delhi,3,4192
P00310742,F,36-45,0,Delhi,4,4192
P00084842,F,26-35,0,Karnataka,2,4192
P00041342,F,36-45,1,Maharashtra,4,4192
P00209642,F,36-45,0,Delhi,4,4191
P00153742,M,51-55,1,Delhi,4,4191
P00199042,F,36-45,0,Rajasthan,3,4191
P00193542,F,26-35,0,Punjab,4,4190
P0095842,M,46-50,1,Uttar Pradesh,1,4190
P00252742,F,51-55,0,Maharashtra,1,4189
P00051442,M,51-55,1,Madhya Pradesh,2,4188
P00178642,F,26-35,0,Punjab,2,4188
P00284042,F,26-35,0,Andhra Pradesh,4,4187
P00266442,F,26-35,1,Delhi,1,4186
P00035842,F,36-45,0,Jharkhand,2,4186
P00114942,F,36-45,1,Andhra Pradesh,3,4184
P00114942,F,36-45,1,Madhya Pradesh,3,4184
P00270042,F,55+,1,Delhi,2,4179
P00117442,M,18-25,1,Haryana,1,4178
P00157642,M,26-35,1,Karnataka,2,4178
P00181842,F,36-45,0,Kerala,1,4178
P00278942,F,0-17,0,Maharashtra,1,4178
P00363242,M,26-35,0,Uttar Pradesh,2,4178
P00244342,F,46-50,0,Andhra Pradesh,2,4177
P00114942,F,0-17,0,Kerala,3,4177
P00251442,F,36-45,0,Uttar Pradesh,2,4175
P00241642,M,0-17,0,Delhi,2,4174
P00110942,F,18-25,1,Madhya Pradesh,4,4174
P00179342,F,36-45,1,Karnataka,4,4172
P00218642,F,55+,1,Maharashtra,2,4171
P00344842,F,26-35,1,Uttar Pradesh,2,4171
P00212142,M,26-35,1,Karnataka,3,4169
P00149342,F,26-35,0,Rajasthan,3,4169
P00107642,F,26-35,0,Andhra Pradesh,2,4166
P00221342,M,26-35,0,Haryana,1,4164
P00221342,M,26-35,0,Telangana,4,4164
P00289942,M,26-35,1,Karnataka,3,4161
P00265242,F,26-35,0,Bihar,1,4160
P00085842,M,18-25,0,Uttarakhand,2,4159
P00093342,F,26-35,0,Uttar Pradesh,1,4157
P00360142,M,55+,0,Uttar Pradesh,3,4156
P00113042,F,26-35,1,Andhra Pradesh,1,4154
P00345842,F,26-35,0,Haryana,4,4154
P00151742,M,18-25,0,Maharashtra,2,4154
P00161442,F,26-35,0,Maharashtra,1,4153
P00309342,F,26-35,0,Madhya Pradesh,1,4150
P00117142,M,46-50,0,Uttar Pradesh,1,4150
P00089042,M,55+,1,Maharashtra,1,4149
P00138842,M,0-17,0,Uttar Pradesh,4,4147
P00123142,F,51-55,0,Himachal Pradesh,3,4144
P00233442,M,55+,1,Uttar Pradesh,3,4144
P00004742,F,36-45,1,Karnataka,2,4143
P00085542,M,55+,1,Uttar Pradesh,3,4143
P00346142,F,26-35,0,Haryana,2,4142
P00134342,M,55+,0,Uttar Pradesh,4,4139
P00214542,M,26-35,0,Himachal Pradesh,1,4138
P00242742,F,26-35,1,Himachal Pradesh,3,4135
P00227542,F,55+,1,Gujarat,3,4133
P00227542,F,55+,1,Rajasthan,3,4133
P00205942,F,36-45,0,Punjab,2,4128
P00062842,F,51-55,0,Uttar Pradesh,3,4128
P00107642,M,55+,0,Haryana,1,4127
P00111942,F,26-35,0,Maharashtra,3,4127
P00102442,M,55+,1,Kerala,4,4125
P00308342,F,51-55,0,Uttar Pradesh,1,4124
P00185342,F,26-35,1,Gujarat,3,4123
P00348742,F,26-35,0,Maharashtra,4,4123
P00025342,F,26-35,0,Uttar Pradesh,4,4122
P00112542,F,18-25,0,Maharashtra,3,4119
P00086242,F,26-35,1,Delhi,4,4118
P00101842,M,26-35,0,Kerala,3,4118
P00077942,M,51-55,1,Jharkhand,1,4115
P00156442,F,18-25,0,Uttarakhand,2,4113
P00178442,F,36-45,1,Madhya Pradesh,3,4112
P00362342,M,18-25,0,Rajasthan,2,4111
P00052842,F,26-35,1,Kerala,1,4110
P00174442,F,26-35,0,Bihar,3,4109
P00288042,F,26-35,0,Uttar Pradesh,4,4108
P00119242,F,36-45,0,Jharkhand,2,4107
P00198742,F,46-50,1,Himachal Pradesh,2,4105
P00160342,F,26-35,0,Karnataka,3,4105
P00114442,F,46-50,0,Madhya Pradesh,2,4105
P00274242,F,26-35,0,Andhra Pradesh,1,4103
P00156242,M,26-35,0,Uttar Pradesh,2,4103
P00165742,M,36-45,0,Kerala,1,4102
P00034742,M,46-50,0,Gujarat,4,4101
P00324642,F,26-35,0,Karnataka,3,4092
P00196342,F,46-50,0,Bihar,1,4089
P00111142,F,26-35,0,Kerala,3,4088
P00019342,F,26-35,0,Jharkhand,3,4086
P0095542,F,36-45,0,Madhya Pradesh,1,4086
P00112142,F,46-50,0,Rajasthan,1,4086
P00178242,F,26-35,1,Himachal Pradesh,4,4085
P00142942,F,46-50,1,Karnataka,3,4085
P00178242,F,26-35,1,Uttar Pradesh,4,4085
P00124842,F,26-35,0,Andhra Pradesh,3,4084
P00125342,F,51-55,0,Jharkhand,4,4084
P00346142,F,26-35,0,Delhi,1,4083
P00101542,M,26-35,0,Karnataka,3,4082
P00119742,F,26-35,0,Haryana,3,4081
P00282642,F,26-35,0,Karnataka,2,4081
P00241242,F,36-45,1,Maharashtra,3,4079
P00101342,M,51-55,1,Karnataka,1,4078
P00285742,F,18-25,1,Madhya Pradesh,4,4076
P00245442,F,18-25,0,Andhra Pradesh,1,4075
P00033542,F,36-45,0,Maharashtra,1,4074
P00154642,F,26-35,1,Uttar Pradesh,3,4074
P00246942,F,51-55,0,Karnataka,4,4063
P00249642,F,46-50,0,Gujarat,2,4061
P00223242,F,36-45,1,Karnataka,2,4061
P00346042,F,36-45,0,Karnataka,1,4061
P00292742,F,26-35,0,Madhya Pradesh,2,4061
P00265242,M,26-35,1,Maharashtra,4,4060
P00106042,M,26-35,0,Karnataka,2,4059
P00199442,F,46-50,1,Andhra Pradesh,4,4058
P00202742,F,51-55,1,Punjab,1,4056
P00004142,F,26-35,0,Uttar Pradesh,1,4056
P00058042,F,46-50,0,Uttar Pradesh,1,4056
P00022142,F,36-45,0,Uttar Pradesh,2,4054
P00183342,F,51-55,1,Andhra Pradesh,3,4050
P00329642,M,36-45,0,Himachal Pradesh,3,4050
P00067842,M,18-25,0,Madhya Pradesh,3,4050
P00329642,M,36-45,0,Madhya Pradesh,1,4050
P00183342,F,51-55,1,Rajasthan,2,4050
P00245642,M,26-35,0,Jharkhand,2,4049
P00016342,M,18-25,1,Uttar Pradesh,2,4049
P00057742,M,36-45,1,Uttar Pradesh,1,4049
P00223642,F,26-35,1,Delhi,2,4048
P00182442,F,51-55,0,Himachal Pradesh,4,4046
P0097242,F,26-35,1,Maharashtra,1,4046
P00025942,M,26-35,0,Karnataka,2,4044
P00321742,F,51-55,0,Kerala,2,4044
P00207442,F,18-25,1,Uttar Pradesh,2,4044
P00354342,F,18-25,1,Andhra Pradesh,2,4042
P00313542,F,0-17,0,Gujarat,2,4041
P00037142,F,55+,1,Uttar Pradesh,4,4039
P00334042,M,36-45,0,Karnataka,3,4036
P00110842,F,26-35,0,Andhra Pradesh,1,4035
P00067842,F,46-50,0,Delhi,4,4034
P00046742,F,26-35,0,Rajasthan,3,4033
P00100642,F,46-50,0,Uttar Pradesh,3,4033
P00030842,M,18-25,1,Andhra Pradesh,1,4030
P00287942,F,18-25,0,Jharkhand,2,4028
P00287942,F,18-25,0,Telangana,1,4028
P00266542,M,55+,0,Madhya Pradesh,3,4023
P00071442,F,46-50,1,Uttar Pradesh,3,4022
P00010242,F,26-35,1,Punjab,4,4016
P00195742,M,0-17,1,Haryana,1,4014
P00139942,F,0-17,1,Kerala,3,4013
P00321042,F,26-35,0,Haryana,2,4012
P00089142,M,26-35,0,Maharashtra,2,4008
P00307342,F,26-35,1,Bihar,2,4007
P00182642,F,26-35,0,Delhi,4,4005
P00105142,F,46-50,0,Andhra Pradesh,2,4003
P00105142,F,46-50,0,Madhya Pradesh,4,4003
P00090942,F,51-55,1,Madhya Pradesh,3,4000
P00109042,M,26-35,1,Andhra Pradesh,2,3997
P00184342,F,36-45,0,Uttarakhand,4,3996
P00022742,F,26-35,0,Telangana,4,3994
P00052242,M,36-45,0,Uttarakhand,4,3992
P00339842,F,26-35,1,Madhya Pradesh,4,3991
P00002242,F,55+,0,Bihar,2,3988
P00250842,F,46-50,0,Haryana,3,3987
P00109742,F,46-50,0,Maharashtra,1,3987
P0099242,F,51-55,1,Maharashtra,2,3987
P00083842,M,26-35,1,Maharashtra,3,3985
P00084642,F,18-25,0,Gujarat,4,3984
P00182142,F,18-25,1,Andhra Pradesh,3,3982
P00070342,F,26-35,0,Rajasthan,3,3980
P00113242,M,46-50,1,Bihar,1,3977
P00059442,F,0-17,1,Maharashtra,1,3977
P00173342,M,18-25,0,Delhi,4,3975
P00197542,F,18-25,1,Maharashtra,4,3975
P00181842,F,55+,0,Delhi,1,3971
P00325742,F,26-35,1,Maharashtra,2,3970
P00176942,F,51-55,1,Bihar,4,3969
P00127442,F,26-35,0,Gujarat,3,3969
P00127442,F,26-35,0,Jharkhand,2,3969
P00047442,F,26-35,0,Himachal Pradesh,2,3967
P00303742,F,18-25,0,Punjab,1,3967
P00238342,M,26-35,1,Delhi,3,3966
P00112442,F,18-25,0,Karnataka,1,3965
P00144242,M,26-35,1,Madhya Pradesh,1,3965
P00035342,M,18-25,0,Delhi,3,3964
P00222642,F,46-50,0,Gujarat,3,3963
P00054242,M,26-35,1,Karnataka,2,3961
P00124442,F,26-35,0,Haryana,4,3960
P00196042,M,46-50,1,Madhya Pradesh,3,3960
P00127742,F,26-35,0,Madhya Pradesh,1,3956
P00104542,F,18-25,0,Maharashtra,4,3956
P00183942,F,26-35,0,Maharashtra,1,3948
P00085642,F,46-50,0,Rajasthan,1,3947
P00302542,F,36-45,0,Uttarakhand,1,3947
P00022442,F,26-35,1,Bihar,3,3942
P0097242,M,26-35,1,Madhya Pradesh,4,3942
P00022442,F,26-35,1,Telangana,2,3942
P00255842,M,46-50,0,Uttar Pradesh,1,3935
P00010842,M,51-55,0,Uttarakhand,4,3934
P00035942,F,36-45,0,Andhra Pradesh,3,3933
P00118442,M,46-50,0,Karnataka,3,3933
P00080342,F,26-35,1,Madhya Pradesh,4,3932
P00002542,F,51-55,1,Andhra Pradesh,2,3928
P00271442,F,36-45,1,Uttar Pradesh,4,3928
P00028042,F,26-35,0,Gujarat,2,3927
P00260042,F,36-45,0,Uttar Pradesh,1,3927
P00135342,F,55+,0,Maharashtra,3,3925
P00114142,F,26-35,1,Bihar,3,3924
P00129342,F,18-25,1,Karnataka,1,3923
P00294242,F,18-25,0,Maharashtra,3,3920
P00336542,F,46-50,0,Uttar Pradesh,2,3918
P00336542,F,46-50,0,Uttar Pradesh,4,3918
P00189942,F,36-45,0,Maharashtra,3,3911
P00271142,M,26-35,1,Haryana,1,3910
P00183342,M,26-35,1,Uttar Pradesh,1,3910
P00110542,F,36-45,0,Andhra Pradesh,1,3908
P00128042,F,36-45,0,Delhi,1,3905
P00087242,F,51-55,0,Gujarat,3,3903
P00161442,F,26-35,1,Maharashtra,1,3900
P00322142,F,26-35,1,Maharashtra,4,3900
P00144642,M,46-50,1,Maharashtra,2,3898
P00170542,F,26-35,0,Punjab,1,3897
P00053042,F,26-35,1,Maharashtra,1,3896
P00155042,F,26-35,0,Uttar Pradesh,2,3895
P00015542,M,18-25,0,Karnataka,4,3894
P00031942,M,26-35,0,Rajasthan,4,3894
P00271942,F,26-35,1,Karnataka,2,3893
P00015642,M,36-45,0,Karnataka,4,3892
P00117142,F,36-45,0,Karnataka,2,3892
P00215642,F,26-35,1,Karnataka,4,3891
P00210942,M,46-50,0,Karnataka,3,3890
P00182142,F,18-25,0,Maharashtra,1,3890
P0096842,F,18-25,0,Maharashtra,2,3890
P00221842,F,26-35,1,Uttar Pradesh,1,3890
P00114742,M,26-35,1,Uttarakhand,2,3890
P00193542,F,51-55,0,Jharkhand,2,3889
P00157642,F,26-35,0,Maharashtra,4,3889
P00119242,F,18-25,1,Uttarakhand,4,3888
P00001742,F,46-50,0,Andhra Pradesh,2,3887
P00005742,M,36-45,0,Delhi,4,3887
P00113142,M,26-35,1,Himachal Pradesh,2,3887
P00046842,F,26-35,1,Karnataka,2,3887
P00152742,F,26-35,0,Maharashtra,2,3887
P00051442,F,26-35,1,Karnataka,3,3886
P00112542,F,26-35,0,Maharashtra,3,3885
P0096742,M,36-45,0,Gujarat,4,3884
P00258442,F,26-35,1,Delhi,3,3883
P00329342,F,26-35,1,Karnataka,1,3883
P00127742,F,26-35,1,Maharashtra,3,3881
P00368142,F,26-35,1,Punjab,4,3881
P00357642,F,36-45,1,Maharashtra,2,3879
P00018142,F,26-35,0,Delhi,1,3878
P00327842,F,36-45,0,Gujarat,4,3878
P00111742,M,36-45,0,Jharkhand,2,3878
P00351342,F,26-35,0,Karnataka,4,3878
P00216342,M,26-35,1,Rajasthan,4,3878
P00110542,F,36-45,0,Maharashtra,3,3877
P00057642,F,26-35,0,Maharashtra,4,3876
P00175042,F,46-50,0,Maharashtra,3,3875
P00026042,M,18-25,1,Kerala,4,3873
P00023042,M,26-35,1,Delhi,2,3872
P00324742,M,46-50,0,Delhi,3,3872
P00057242,F,18-25,0,Karnataka,1,3872
P00190542,F,18-25,1,Maharashtra,1,3872
P00091142,M,26-35,0,Jharkhand,1,3869
P00116842,F,18-25,1,Karnataka,3,3869
P00030842,F,46-50,0,Karnataka,4,3869
P00034742,F,26-35,0,Delhi,1,3868
P00143142,F,26-35,0,Madhya Pradesh,2,3867
P00159442,M,36-45,0,Delhi,1,3866
P00250942,F,26-35,0,Maharashtra,1,3866
P00125942,F,26-35,0,Karnataka,2,3865
P00276342,M,26-35,0,Uttar Pradesh,4,3865
P00323042,M,26-35,0,Haryana,2,3864
P0097142,M,26-35,1,Uttar Pradesh,2,3864
P00333042,F,18-25,1,Kerala,3,3863
P00364842,F,26-35,1,Delhi,4,3862
P0099342,M,36-45,1,Delhi,1,3862
P0099342,M,36-45,1,Punjab,2,3862
P00089142,M,36-45,1,Karnataka,2,3861
P00159542,F,26-35,1,Karnataka,2,3860
P00140742,F,26-35,0,Delhi,2,3858
P0098242,F,26-35,0,Kerala,4,3858
P00233442,M,26-35,1,Delhi,3,3857
P00328242,M,51-55,0,Maharashtra,3,3857
P00197342,M,36-45,0,Himachal Pradesh,4,3854
P00363242,M,26-35,1,Karnataka,1,3851
P00119142,F,26-35,1,Maharashtra,4,3851
P00135542,F,36-45,1,Karnataka,1,3850
P00006142,M,26-35,0,Maharashtra,1,3849
P00348642,M,36-45,0,Andhra Pradesh,2,3848
P00129842,M,36-45,0,Karnataka,3,3848
P00142942,F,18-25,1,Karnataka,1,3847
P00278642,F,55+,1,Bihar,3,3843
P00247542,M,26-35,1,Rajasthan,1,3843
P00270242,M,36-45,0,Kerala,3,3841
P00271442,F,46-50,0,Delhi,1,3840
P00022442,M,18-25,0,Maharashtra,1,3840
P00313442,F,51-55,0,Andhra Pradesh,2,3839
P00229342,F,26-35,0,Delhi,1,3839
P00315742,M,26-35,0,Haryana,1,3839
P00186642,M,18-25,1,Madhya Pradesh,4,3839
P00223942,M,18-25,0,Uttarakhand,3,3838
P00189642,F,36-45,1,Uttar Pradesh,4,3837
P00102842,F,36-45,1,Kerala,1,3835
P00156442,M,26-35,1,Uttar Pradesh,3,3834
P00369442,M,36-45,0,Delhi,1,3831
P00100942,F,18-25,0,Maharashtra,4,3830
P00234642,F,18-25,0,Karnataka,2,3828
P00116342,M,46-50,0,Madhya Pradesh,4,3827
P00241542,M,18-25,1,Bihar,3,3825
P00237542,F,26-35,0,Maharashtra,3,3825
P00048442,M,18-25,1,Bihar,1,3824
P00118142,F,36-45,0,Gujarat,1,3822
P00317942,F,26-35,0,Kerala,3,3822
P00233242,M,26-35,0,Delhi,1,3821
P00323942,M,51-55,0,Jharkhand,4,3821
P00184942,F,26-35,1,Karnataka,1,3821
P00125942,M,26-35,0,Bihar,2,3820
P00036842,M,36-45,0,Karnataka,1,3820
P00217742,F,36-45,0,Karnataka,1,3819
P00251942,M,18-25,1,Maharashtra,4,3817
P00121142,M,18-25,0,Uttar Pradesh,4,3816
P00119742,F,18-25,1,Karnataka,1,3815
P00337542,F,26-35,1,Karnataka,1,3815
P00187942,M,36-45,0,Andhra Pradesh,4,3814
P00045342,F,18-25,0,Maharashtra,4,3814
P00120342,F,26-35,1,Maharashtra,3,3813
P00117942,F,26-35,1,Karnataka,3,3812
P00312742,F,18-25,0,Maharashtra,4,3812
P00111742,F,18-25,0,Uttar Pradesh,2,3811
P00178742,F,26-35,1,Karnataka,1,3810
P00034842,F,26-35,0,Karnataka,3,3810
P00319342,F,51-55,0,Uttar Pradesh,2,3810
P00223542,M,26-35,1,Karnataka,1,3805
P00305042,M,36-45,1,Andhra Pradesh,1,3804
P00250642,F,46-50,1,Maharashtra,1,3803
P00265242,F,26-35,1,Kerala,2,3801
P00301542,M,36-45,0,Karnataka,1,3800
P00247042,M,46-50,0,Madhya Pradesh,1,3800
P00282442,F,51-55,0,Uttar Pradesh,2,3800
P00178442,F,18-25,1,Karnataka,4,3799
P00011042,M,46-50,0,Karnataka,2,3799
P00225742,F,18-25,1,Maharashtra,2,3799
P00085242,F,26-35,1,Delhi,1,3798
P00106642,F,36-45,0,Gujarat,3,3795
P00282142,F,26-35,0,Karnataka,4,3795
P00074342,F,0-17,0,Karnataka,4,3794
P00034042,F,18-25,0,Karnataka,1,3794
P00057642,M,26-35,1,Maharashtra,4,3794
P00020242,F,26-35,0,Karnataka,4,3792
P00037142,M,26-35,1,Delhi,2,3791
P00084442,M,18-25,1,Gujarat,3,3791
P00249742,F,26-35,1,Karnataka,2,3791
P00163442,M,18-25,1,Delhi,1,3790
P00185842,F,18-25,0,Delhi,4,3790
P00249742,F,18-25,0,Karnataka,4,3790
P00184242,F,26-35,0,Kerala,3,3790
P00077942,M,26-35,0,Uttar Pradesh,4,3790
P00242742,M,26-35,1,Kerala,2,3789
P00293242,M,18-25,0,Uttar Pradesh,3,3787
P00123742,F,26-35,0,Jharkhand,2,3786
P00002142,M,26-35,0,Delhi,1,3785
P00118742,F,26-35,0,Karnataka,4,3784
P00092442,F,18-25,0,Maharashtra,4,3784
P00208742,F,18-25,1,Karnataka,1,3782
P00368642,M,36-45,0,Delhi,1,3779
P00325242,M,36-45,0,Gujarat,3,3779
P00251942,F,36-45,1,Karnataka,2,3779
P00234842,M,36-45,1,Maharashtra,4,3778
P00216042,M,51-55,0,Delhi,4,3777
P00025542,M,26-35,1,Uttar Pradesh,3,3777
P00255842,F,18-25,1,Maharashtra,2,3776
P00000142,F,26-35,1,Maharashtra,1,3775
P00225042,M,36-45,0,Madhya Pradesh,2,3774
P00103042,M,46-50,1,Madhya Pradesh,2,3774
P00048142,F,18-25,0,Maharashtra,1,3774
P00295442,F,26-35,0,Karnataka,3,3772
P00276342,F,36-45,0,Karnataka,1,3772
P00140742,M,26-35,0,Himachal Pradesh,4,3770
P00140742,M,26-35,0,Uttar Pradesh,2,3770
P00179042,F,26-35,1,Haryana,2,3768
P00113142,F,26-35,0,Himachal Pradesh,4,3768
P00046942,M,26-35,0,Karnataka,2,3768
P00111142,F,26-35,0,Karnataka,4,3768
P00156242,F,26-35,1,Bihar,4,3767
P00033942,F,36-45,0,Gujarat,4,3767
P00057442,F,26-35,1,Karnataka,4,3767
P00032142,F,18-25,1,Maharashtra,3,3767
P00130642,F,18-25,0,Maharashtra,2,3767
P0099342,F,26-35,0,Maharashtra,3,3767
P00128942,F,36-45,0,Bihar,4,3766
P00150842,F,18-25,0,Kerala,1,3766
P00017542,M,18-25,0,Maharashtra,4,3765
P00345742,F,26-35,0,Uttar Pradesh,4,3764
P00144642,F,26-35,1,Uttar Pradesh,1,3763
P00196042,F,18-25,1,Maharashtra,3,3762
P00044142,M,26-35,1,Maharashtra,1,3762
P00255942,F,18-25,1,Delhi,1,3760
P00084442,F,26-35,1,Karnataka,4,3760
P00109842,F,26-35,0,Karnataka,4,3760
P00184542,M,26-35,1,Madhya Pradesh,3,3760
P00054742,M,51-55,1,Madhya Pradesh,2,3760
P00260142,M,46-50,1,Uttar Pradesh,2,3760
P00014542,F,18-25,0,Bihar,3,3759
P00220142,F,26-35,1,Karnataka,2,3757
P00249642,M,26-35,0,Uttar Pradesh,4,3757
P00237642,F,36-45,0,Delhi,4,3756
P00195742,F,26-35,1,Maharashtra,4,3756
P00229742,M,26-35,0,Uttar Pradesh,2,3755
P00233942,F,36-45,0,Madhya Pradesh,1,3754
P00251942,M,26-35,0,Uttar Pradesh,1,3754
P00178342,F,18-25,0,Delhi,3,3753
P00286042,F,55+,0,Karnataka,1,3753
P00329542,M,0-17,1,Kerala,2,3753
P00069542,F,36-45,1,Madhya Pradesh,4,3753
P00061442,M,36-45,1,Jharkhand,3,3752
P00116842,F,26-35,1,Karnataka,4,3750
P00048042,F,18-25,1,Uttar Pradesh,2,3750
P00112542,M,36-45,0,Uttar Pradesh,4,3750
P00255842,F,26-35,0,Delhi,2,3749
P00135742,F,18-25,0,Jharkhand,4,3749
P00218742,F,46-50,1,Uttar Pradesh,3,3747
P00187242,M,18-25,1,Maharashtra,3,3746
P00307542,F,18-25,1,Uttar Pradesh,3,3743
P00221142,F,26-35,0,Maharashtra,4,3742
P00101942,F,36-45,1,Haryana,2,3741
P00213842,F,51-55,0,Kerala,3,3740
P00051442,F,36-45,0,Rajasthan,4,3739
P00112142,F,26-35,1,Gujarat,3,3738
P00319942,F,36-45,0,Uttar Pradesh,4,3736
P00275842,F,26-35,1,Himachal Pradesh,1,3734
P00058042,M,26-35,0,Uttar Pradesh,2,3732
P00249642,M,55+,0,Haryana,3,3730
P00110942,F,46-50,1,Uttarakhand,3,3730
P00304042,F,26-35,0,Himachal Pradesh,1,3729
P00284742,F,55+,0,Uttar Pradesh,4,3729
P00080042,F,26-35,0,Gujarat,1,3728
